title,years,link
"Steps, Gray's Inn,",c. 1886/1888,"https://media.nga.gov/iiif/5ff6fc46-c575-40ab-afe7-acf3ef1ab2ec/full/!588,600/0/default.jpg"
"The Cock and the Pump,",c. 1887,"https://media.nga.gov/iiif/76722760-2e70-4298-8b2c-7326e46bbc64/full/!588,600/0/default.jpg"
"Monitors,",1887,"https://media.nga.gov/iiif/3d2f4240-baa3-4cab-998f-b100fde8bfb5/full/!588,600/0/default.jpg"
"High Street, Brussels,",1887,"https://media.nga.gov/iiif/116920e6-e3ab-4f44-ba5c-1f9c7c606ddb/full/!588,600/0/default.jpg"
"Railway Station, Voves,",1887,"https://media.nga.gov/iiif/949d95f9-8a73-43b3-95c4-946ae61a68ac/full/!588,600/0/default.jpg"
"Hotel de Ville, Loches,",1888,"https://media.nga.gov/iiif/bb8800da-35ce-43d7-96ba-41a9a8286550/full/!588,600/0/default.jpg"
"Windows Opposite Hotel, Bourges,",1888,"https://media.nga.gov/iiif/c60d6ea5-3b30-4543-b7ec-98e6459db55b/full/!588,600/0/default.jpg"
"Pierrot,",1889,"https://media.nga.gov/iiif/634ef264-3624-489c-8d91-ebe56f930994/full/!588,600/0/default.jpg"
"The Mill,",1889,"https://media.nga.gov/iiif/7d477c4d-f13a-4a98-b2c5-9783a9dd80b9/full/!588,600/0/default.jpg"
"Le Boulevard Poissoniere,",1893,"https://media.nga.gov/iiif/f2c21a4d-5087-49b6-831f-1e84234f2a7a/full/!588,600/0/default.jpg"
"Nocturne,",1878,"https://media.nga.gov/iiif/1879fe08-2335-4c62-ad0f-d717f4a87351/full/!588,600/0/default.jpg"
"The Broad Bridge,",1878,"https://media.nga.gov/iiif/f698a1bf-13d4-409f-a3a0-1fa5b79c6558/full/!588,600/0/default.jpg"
"Reading,",1879/1887,"https://media.nga.gov/iiif/0dd2cd02-a8b6-4d20-b163-e6d644567b56/full/!588,600/0/default.jpg"
"Lindsay Row, Chelsea,",1888,"https://media.nga.gov/iiif/530aadd6-78db-448f-a095-c2cd20be3107/full/!588,600/0/default.jpg"
"Courtyard, Chelsea Hospital,",1888,"https://media.nga.gov/iiif/f79d9081-f63f-4aff-8166-1130532c0ede/full/!588,600/0/default.jpg"
"Maunder's Fish Shop, Chelsea,",1890,"https://media.nga.gov/iiif/020a9666-6f30-4af5-9988-81bcea9a49e1/full/!588,600/0/default.jpg"
"The Novel: Girl Reading,",c. 1889,"https://media.nga.gov/iiif/57ef6278-4396-47e3-809f-6d0cd10d2bc7/full/!588,600/0/default.jpg"
"The Garden,",1891,"https://media.nga.gov/iiif/e148feda-d4df-4fcb-ba58-45ec57870f14/full/!588,600/0/default.jpg"
"The Steps, Luxembourg,",1893,"https://media.nga.gov/iiif/e56ee013-6b61-40f3-a68d-cb26d9d07a95/full/!588,600/0/default.jpg"
"Nursemaids: ""Les Bonnes du Luxembourg"",",1894,"https://media.nga.gov/iiif/5cf1a60a-8822-4d38-97a0-bab40ba51a99/full/!588,600/0/default.jpg"
"The Whitesmiths, Impasse des Carmélites,",1894,"https://media.nga.gov/iiif/6b92839e-e774-433b-a8b3-4f83fc296377/full/!588,600/0/default.jpg"
"The Laundress: ""La Blanchisseuse de la Place Dauphine"",",1894,"https://media.nga.gov/iiif/1d3f873e-737d-437f-be0c-f963743c682d/full/!588,600/0/default.jpg"
"La Belle Jardinière,",1894,"https://media.nga.gov/iiif/fa4e73ee-a444-4ad7-8807-726ad45206ce/full/!588,600/0/default.jpg"
"La Robe Rouge,",1894,"https://media.nga.gov/iiif/3e15d17b-2e35-496a-b4fd-c2207c1b570b/full/!588,600/0/default.jpg"
"The Smith, Passage du Dragon,",1894,"https://media.nga.gov/iiif/dd4db07e-f718-43b1-bf20-b3f13ac47339/full/!588,600/0/default.jpg"
"Walter Sickert,",1895,"https://media.nga.gov/iiif/739cad28-37ec-44b2-b8eb-0461b1a81c0b/full/!588,600/0/default.jpg"
"The Sunny Smithy,",1895,"https://media.nga.gov/iiif/70eb91e9-8b2a-4d63-9ee8-c428c87feb4b/full/!588,600/0/default.jpg"
"The Blacksmith,",1895/1896,"https://media.nga.gov/iiif/6e5c54cf-9f41-4fd6-9b9f-8a13fcedccf1/full/!588,600/0/default.jpg"
"Study of a Horse,",1895,"https://media.nga.gov/iiif/cd6d2185-82de-46ef-b8f8-21331e863b70/full/!588,600/0/default.jpg"
"Yellow House, Lannion,",1893,"https://media.nga.gov/iiif/f42e23e0-0fe7-4d73-93fb-aa674200e98e/full/!588,600/0/default.jpg"
"The Barber's Shop in the Mews,",1896,"https://media.nga.gov/iiif/46d846f8-5498-4384-a4a4-ef94beb72f63/full/!588,600/0/default.jpg"
"Study: Joseph Pennell,",1896,"https://media.nga.gov/iiif/8cd06afb-3d43-47a7-8322-1baf30190d9a/full/!588,600/0/default.jpg"
"Portrait Study: Mrs. Philip,",1896,"https://media.nga.gov/iiif/c7c75091-f590-4a7c-94ac-22054cd54235/full/!588,600/0/default.jpg"
"Waterloo Bridge,",1896,"https://media.nga.gov/iiif/6e2d2bf6-b375-4458-a505-1a4f5c7510f7/full/!588,600/0/default.jpg"
"The Butcher's Dog,",1896,"https://media.nga.gov/iiif/d8e4ee69-3ebc-4645-b191-448d5125790b/full/!588,600/0/default.jpg"
"Count Robert de Montesquiou,",1894,"https://media.nga.gov/iiif/4419a5b3-bbdf-4f5e-a594-1e4c3200e882/full/!588,600/0/default.jpg"
"Trial Sketch: An Interior,",c. 1891,"https://media.nga.gov/iiif/1da58273-f824-4263-af7a-1a7f4205a4a9/full/!588,600/0/default.jpg"
"The Medici Collar,",1897,"https://media.nga.gov/iiif/1d55df3d-7866-4201-b646-1a6be152c541/full/!588,600/0/default.jpg"
"Draped Model, Standing,",1893,"https://media.nga.gov/iiif/80468e75-30f3-455a-8993-06639e3afd9c/full/!588,600/0/default.jpg"
"Nude Leaning on a Rail [recto],",1871/1874,"https://media.nga.gov/iiif/c371793d-2c40-4595-b56f-8cc589865b9b/full/!588,600/0/default.jpg"
"Studies for Jewelry Designs [recto],",late 19th century,"https://media.nga.gov/iiif/114022bf-a7c4-4eaa-8b0a-f6750cf68f5b/full/!588,600/0/default.jpg"
"Miss Cumberlege,",1882,"https://media.nga.gov/iiif/1ed9af6b-9f4e-449b-ae58-8c41467c379b/full/!588,600/0/default.jpg"
"Standing Female Figure,",c. 1883,"https://media.nga.gov/iiif/5b5ce849-33b8-4867-aa86-9c6f98a5860f/full/!588,600/0/default.jpg"
"North End of Telegraph Hill,",1918,"https://media.nga.gov/iiif/27b6039e-c4a4-438c-94da-54deb4fb9c7d/full/!588,600/0/default.jpg"
"Winter Chores,",published 1939,"https://media.nga.gov/iiif/1351fafd-c189-4380-acd2-79d5776af9bb/full/!588,600/0/default.jpg"
"Madonna,",1900,"https://media.nga.gov/iiif/742c3519-3a70-43c7-9cba-37d1253af788/full/!588,600/0/default.jpg"
"Storm,",1891,"https://media.nga.gov/iiif/c581f8ee-6279-4e1b-9e4d-ef1146b971cf/full/!588,600/0/default.jpg"
"Ernest Renan,",1892,"https://media.nga.gov/iiif/6637006f-c5f8-41e8-86f8-c11859de75ac/full/!588,600/0/default.jpg"
"A Toast II,",1893,"https://media.nga.gov/iiif/c5bc4653-e666-4e6b-bce1-e005f5c89391/full/!588,600/0/default.jpg"
"Horatius Cocles Defending Rome,",16th century,"https://media.nga.gov/iiif/a8ff77ce-33cf-40a0-b174-79dd3ca31cfb/full/!588,600/0/default.jpg"
"Flagellation of Christ,",1570s,"https://media.nga.gov/iiif/34c9bc37-f707-45e4-b2c6-1df67a8c344f/full/!588,600/0/default.jpg"
"Scipio Restoring His Captive to Her Lover,",17th century,"https://media.nga.gov/iiif/938a8d84-e9d5-499b-8328-028e0482957d/full/!588,600/0/default.jpg"
"Scene from Ancient History,",16th century,"https://media.nga.gov/iiif/bee2ce72-8284-4159-b384-a5764894784b/full/!588,600/0/default.jpg"
"Nude Female Figure [verso],",17th century,"https://media.nga.gov/iiif/c585b608-813a-418c-89de-ba1f73cb472b/full/!588,600/0/default.jpg"
"Christ and the Woman Taken in Adultery,",16th century,"https://media.nga.gov/iiif/8e39a53f-2ecd-45ab-b814-e973d68e01bb/full/!588,600/0/default.jpg"
"The Triumph of Neptune,",18th century,"https://media.nga.gov/iiif/3a5eead2-2cf2-49fa-bfbe-5bdadb8de4b6/full/!588,600/0/default.jpg"
"Street in Sospel, France,",1931,"https://media.nga.gov/iiif/877af257-6f37-4a96-9bb1-93efa087d6e4/full/!588,600/0/default.jpg"
"Pierrot en Pied, Portrait of the Lady A.C.,",1888,"https://media.nga.gov/iiif/fd1a9503-f7b0-4968-b567-fa1a1ae7d026/full/!588,600/0/default.jpg"
"Charles John Vint, Esq.,",1936,"https://media.nga.gov/iiif/e3fd5d8b-dc18-47ca-8c5c-557a176d225b/full/!588,600/0/default.jpg"
"Repose,",1938,"https://media.nga.gov/iiif/f0a58bf3-458f-4d07-b1a7-328f6bb0233e/full/!588,600/0/default.jpg"
"Endpaper with Animals,",c. 1790/1850,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Accusers of Theft, Adultery, Murder (War),",c. 1794/1796,"https://media.nga.gov/iiif/fe8c243b-b83e-4587-8d57-8dee3d032e0d/full/!588,600/0/default.jpg"
"Lear and Cordelia,",probably c. 1806/1808,"https://media.nga.gov/iiif/45836d77-d81b-47b0-b732-537f14c07434/full/!588,600/0/default.jpg"
"George Cumberland's Card,",1827,"https://media.nga.gov/iiif/ac33c208-cb6f-484f-828c-7e556b63b2d3/full/!588,600/0/default.jpg"
"Joseph of Arimathea Preaching to the Britons,",c. 1794/1796,"https://media.nga.gov/iiif/fbff71dc-8132-4e37-bd9e-cf3866049b55/full/!588,600/0/default.jpg"
"The Canterbury Pilgrims,",1810,"https://media.nga.gov/iiif/ca2908a4-5b28-4150-9409-1412bb715445/full/!588,600/0/default.jpg"
"Queen Katherine's Dream [recto],",c. 1804,"https://media.nga.gov/iiif/6ff4d06c-c36c-4d72-a2c7-307920441c48/full/!588,600/0/default.jpg"
"King Edward,",c. 1819,"https://media.nga.gov/iiif/41333e20-7d6a-41c1-ab4f-b01af6ecbf1f/full/!588,600/0/default.jpg"
"Saint Augustine Converting King Ethelbert of Kent,",probably c. 1793,"https://media.nga.gov/iiif/61631d8a-f446-4535-a8a7-fd5f2dff8599/full/!588,600/0/default.jpg"
"Half-Length Figure of a Man [verso],",c. 1810,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"God the Father [verso],",probably c. 1820,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Last Judgment,",c. 1809,"https://media.nga.gov/iiif/de0b8bfd-92a7-428d-8024-b15d7aff8474/full/!588,600/0/default.jpg"
"Girl at Window (Madchen im Hemd am Fenster),",1894,"https://media.nga.gov/iiif/03dbee86-78d6-4323-834b-080ef52074df/full/!588,600/0/default.jpg"
"Potsdamer Platz,",1902,"https://media.nga.gov/iiif/4bafee38-815e-4fed-b023-477011cb1847/full/!588,600/0/default.jpg"
"August Strindberg,",1896,"https://media.nga.gov/iiif/cadb823e-052c-456a-87d0-1192813ce3ab/full/!588,600/0/default.jpg"
"Gunnar Heiberg,",1896,"https://media.nga.gov/iiif/cd003ad0-9e2b-4b46-b5fb-70a2be2cd73e/full/!588,600/0/default.jpg"
"The Boston Massacre,",1770,"https://media.nga.gov/iiif/37d6f867-673a-4fa1-946f-58ff43ba02d8/full/!588,600/0/default.jpg"
"At the Peace Conference,",c. 1919,"https://media.nga.gov/iiif/e0ac54c6-5134-49e9-a4b5-27e04cd81072/full/!588,600/0/default.jpg"
"France Waits,",c. 1914/1919,"https://media.nga.gov/iiif/7a725672-3e84-4f56-9ce3-c3035f8b19ab/full/!588,600/0/default.jpg"
"Faust,",c. 1652,"https://media.nga.gov/iiif/3eb35566-959c-44ad-a9ff-52fd4bff0cd1/full/!588,600/0/default.jpg"
"Saint John the Baptist,",c. 1505,"https://media.nga.gov/iiif/3ba44290-cedf-4456-8e91-d59bcc2443d4/full/!588,600/0/default.jpg"
"Two Peasants Fighting,",c. 1475/1480,"https://media.nga.gov/iiif/09e43168-75c6-4ab0-a53e-c2ad7ede7053/full/!588,600/0/default.jpg"
"Portrait of a Man (Männerbildnis) [Self-Portrait],",1919,"https://media.nga.gov/iiif/455c1592-b8cf-414d-a231-83f02ff880f5/full/!588,600/0/default.jpg"
"Cupid carrying a fowl accompanied by a dog, and another cupid playing a trumpet,",c. 1450,"https://media.nga.gov/iiif/82ed0f9d-2e4a-4702-b903-d81acb012500/full/!588,600/0/default.jpg"
"The Nativity,",1499,"https://media.nga.gov/iiif/4aa21a50-2a7a-40da-9bdf-fbe735ecddcd/full/!588,600/0/default.jpg"
"Cottages and Barn beside a Road,",c. 1650,"https://media.nga.gov/iiif/4797a852-8328-41b0-ad29-1b1d8f789ef2/full/!588,600/0/default.jpg"
"Tourelle de la Rue de la Tixéranderie, Paris (House with a Turret, Weavers' Street, Paris),",1852,"https://media.nga.gov/iiif/409ca9e9-3e24-497d-a9f4-8e2d0bc8c377/full/!588,600/0/default.jpg"
"The Little Nude Model, Reading,",1889/1890,"https://media.nga.gov/iiif/fb32694d-c59f-4976-a0bb-2661551ee382/full/!588,600/0/default.jpg"
"Christ at Emmaus: the Larger Plate,",1654,"https://media.nga.gov/iiif/a6b3b9a7-86c4-4edf-bca6-e56df5d63c09/full/!588,600/0/default.jpg"
"Landscape with Three Gabled Cottages beside a Road,",1650,"https://media.nga.gov/iiif/f1a521b2-cb67-4aec-a9d2-b99b32bed932/full/!588,600/0/default.jpg"
"The Milkmaid,",1510,"https://media.nga.gov/iiif/67b50d28-cc9c-4257-b908-ca45d76102d5/full/!588,600/0/default.jpg"
"Le stryge (The Vampire),",1853,"https://media.nga.gov/iiif/3529fbc5-4032-4084-a49f-a838bbdce4ee/full/!588,600/0/default.jpg"
"Marin Cureau de la Chambre,",1656,"https://media.nga.gov/iiif/3e469b3b-f208-4e6c-b95f-3155b519f706/full/!588,600/0/default.jpg"
"Images de Saints et de Saintes issus de la famille de l'Empereur Maximilien I,",published 1799,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Throne with Sceptre and Orb,",1584,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Henry I,",1584,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Henry III,",1584,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Henry IV,",1584,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Richard III,",1584,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Elizabeth,",1584,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"William II,",in or after 1585,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"John without Land,",in or after 1585,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Richard II,",in or after 1585,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Edward V,",in or after 1585,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Mary,",in or after 1585,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Marriage of Henry VIII and Anne Boleyn,",1797,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Crowning of Anne Boleyn,",1797,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Henry VIII before the Tribunal of the Legates,",1797,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Prints from Gilbert Burnet's ""Histoire de... en Angleterre"",",published 1735,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"British Royal Portraits,",late 17th or early 18th century,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Shield of Charles I,",1616,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Compassion,",1552,"https://media.nga.gov/iiif/448266e1-51d7-40d8-b7c2-2de06d39ddb4/full/!588,600/0/default.jpg"
"Hercules Killing Anthaeus,",1545,"https://media.nga.gov/iiif/db967087-bb4a-4276-ab91-2f8209d02b03/full/!588,600/0/default.jpg"
"Three Months,",1584,"https://media.nga.gov/iiif/ed311996-d41e-46c8-a185-347bb9d63ab9/full/!588,600/0/default.jpg"
"Sun,",1569,"https://media.nga.gov/iiif/588d6998-2612-4ea1-9462-7b71568b6189/full/!588,600/0/default.jpg"
"Exempel und Lehr Jetziger Welt Lauf,",published 1622,"https://media.nga.gov/iiif/89f0cebf-98f5-4994-b3a3-5aea4ee46d01/full/!588,600/0/default.jpg"
"Exempel und Lehr Jetziger Welt Lauf,",published 1622,"https://media.nga.gov/iiif/82ce71cd-4574-498a-92ba-af851b0ea00d/full/!588,600/0/default.jpg"
"Exempel und Lehr Jetziger Welt Lauf,",published 1622,"https://media.nga.gov/iiif/82e4d836-0200-404e-961a-996fbb3ccf4c/full/!588,600/0/default.jpg"
"Bobonne... ne le regarde pas tant!,",1836,"https://media.nga.gov/iiif/a820b6cd-740a-4b62-a0cc-5c4247eebfdc/full/!588,600/0/default.jpg"
"Le bon morceau,",1836,"https://media.nga.gov/iiif/461a2854-8ffd-4514-a65c-1546f417f59f/full/!588,600/0/default.jpg"
"Oh! ma femme est morte!,",1836,"https://media.nga.gov/iiif/1b9cb542-c73c-4e7b-962a-2d1af07e97d0/full/!588,600/0/default.jpg"
"The Last Supper,",1598,"https://media.nga.gov/iiif/cd9b9d8c-4f05-4d4f-b888-8d92a8482e1d/full/!588,600/0/default.jpg"
"Flagellation of Christ,",1597,"https://media.nga.gov/iiif/533dc7f8-dbdc-415d-bf86-5c1cb900205d/full/!588,600/0/default.jpg"
"Burial of Christ,",1596,"https://media.nga.gov/iiif/40f3cc61-c6b4-4cad-880f-5e565d209542/full/!588,600/0/default.jpg"
"Saint Matthew,",probably 1589,"https://media.nga.gov/iiif/48c1b8ac-af2b-44d1-a153-5c474cea8a79/full/!588,600/0/default.jpg"
"Saint Peter,",1589,"https://media.nga.gov/iiif/2e4b4601-ef7b-4aca-9a9a-7912e6904386/full/!588,600/0/default.jpg"
"Euterpe,",probably 1592,"https://media.nga.gov/iiif/884bb88d-5978-4217-8f44-7300bed2600c/full/!588,600/0/default.jpg"
"Josina Hamels,",1580,"https://media.nga.gov/iiif/637fbfef-63ae-4c0b-9efb-510cb14b468c/full/!588,600/0/default.jpg"
"Letter E,",c. 1523,"https://media.nga.gov/iiif/2a7ef8de-bb0f-40a5-95b9-c624d471d426/full/!588,600/0/default.jpg"
"Letter K,",c. 1523,"https://media.nga.gov/iiif/1e3cdd67-16f9-47e7-aba5-9b143a597ebd/full/!588,600/0/default.jpg"
"Letter P,",c. 1523,"https://media.nga.gov/iiif/a3157dff-fc56-4207-95f1-b5560dcbc5e5/full/!588,600/0/default.jpg"
"Letter V,",c. 1523,"https://media.nga.gov/iiif/1f4ebcb3-02ba-44ea-aa8b-afcf1de87923/full/!588,600/0/default.jpg"
"The Sacrifice (Das Opfer),",1922/1923,"https://media.nga.gov/iiif/f1bc838c-87f5-42d3-bafe-a10eca422186/full/!588,600/0/default.jpg"
"The People (Das Volk),",1922/1923,"https://media.nga.gov/iiif/09861394-fbc4-4c20-9728-ce742d6e268d/full/!588,600/0/default.jpg"
"Frontispiece: Daphnis and Chloe (Daphnis et Chloe enlaces),",published 1937,"https://media.nga.gov/iiif/ff204a4c-e412-4202-a131-b5362744e33f/full/!588,600/0/default.jpg"
"First Book: Daphnis Playing His Pipe for Chloe (Daphnis jouant de l'harmonica pour Chloe),",published 1937,"https://media.nga.gov/iiif/9f88f243-d5d5-4bf5-8c00-9ccce6dec91d/full/!588,600/0/default.jpg"
"First Book: Daphnis Teaches Chloe to Play on the Pipe (Daphnis apprend a Chloe a jouer de la flute),",published 1937,"https://media.nga.gov/iiif/c1bc7bfa-4d44-4511-86c7-5c1352adb117/full/!588,600/0/default.jpg"
"Second Book: The Vintage (Pendant les vendanges),",published 1937,"https://media.nga.gov/iiif/a581725a-3259-4604-96f0-d150af970f78/full/!588,600/0/default.jpg"
"Second Book: Three Goats, Third Plate (Chevreaux, troisieme planche),",published 1937,"https://media.nga.gov/iiif/09a81aee-b414-4c8e-907d-f6ad511ee874/full/!588,600/0/default.jpg"
"Second Book: Daphnis and Chloe Sacrificing a Crowned Goat (Daphnis et Chloe emmenant le bouc, chef du troupeau, pour le sacrifier a Pan),",published 1937,"https://media.nga.gov/iiif/5e136dfc-f5ab-43fc-a0fa-a135a2bef147/full/!588,600/0/default.jpg"
"Third Book: Daphnis and Chloe in Dryas' House (Daphnis et Chloe dans la maison de Dryas),",published 1937,"https://media.nga.gov/iiif/ce70b1d0-f5ad-4fed-b73c-1fea25f3671e/full/!588,600/0/default.jpg"
"Third Book: Three Goats, Fifth Plate (Chevreaux, cinquieme planche),",published 1937,"https://media.nga.gov/iiif/9843611e-d326-46db-b96f-90771ebe4040/full/!588,600/0/default.jpg"
"Fourth Book: Chloe Helps Daphnis with His Goats (Chloe trait une chevre de Daphnis),",published 1937,"https://media.nga.gov/iiif/1aae66b7-06fd-489d-9080-55c798125c9f/full/!588,600/0/default.jpg"
"Fourth Book: Daphnis and Chloe Lying Together, Second Variant (Daphnis et Chloe couches ensemble, deuxieme variante),",published 1937,"https://media.nga.gov/iiif/824221ac-a193-4a58-b41f-73ab173d62dc/full/!588,600/0/default.jpg"
"Dance of Death III,",1562,"https://media.nga.gov/iiif/5d56a37f-946b-4c8d-a997-d5f8e82a97c8/full/!588,600/0/default.jpg"
"Artixan (Artisan),",c. 1465,"https://media.nga.gov/iiif/ca5d6845-5422-46a1-a738-a25cfb005f91/full/!588,600/0/default.jpg"
"Re (King),",c. 1465,"https://media.nga.gov/iiif/aa1c4054-882a-4932-b9bf-04dd5919a3d5/full/!588,600/0/default.jpg"
"Aritmetricha (Arithmetic),",c. 1465,"https://media.nga.gov/iiif/cf0ce8e3-d244-42b9-92ac-672350cc6739/full/!588,600/0/default.jpg"
"Title Page,",1936-1937,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"La morisma,",1936-1937,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"Música italiana,",1936-1937,https://www.nga.gov/content/dam/ngaweb/placeholders/placeholder-lg.svg
"The Crucifixion,",c. 1490,"https://media.nga.gov/iiif/b9e7ac05-3c34-4965-bfa7-a44e36c8d30d/full/!588,600/0/default.jpg"
"The Resurrection,",c. 1490,"https://media.nga.gov/iiif/ae155e06-83b8-4174-ab71-9e016e2594f6/full/!588,600/0/default.jpg"
"The Twelve Year Old Jesus in the Temple,",c. 1490/1500,"https://media.nga.gov/iiif/2c7d1202-ced1-4ecc-bbf8-d2b1e44eb130/full/!588,600/0/default.jpg"
"Je fis ce qu'on appelle un bon marché (I made what I would call a good bargain),",1878,"https://media.nga.gov/iiif/aee7d148-7446-4138-a31c-252b7970dab0/full/!588,600/0/default.jpg"
"The Circle of the Corrupt Officials; The Devils Tormenting Ciampolo,",1827,"https://media.nga.gov/iiif/dc4ff880-490e-42e9-9b1d-56e186e9a55f/full/!588,600/0/default.jpg"
"The Baptism of Christ,",c. 1740,"https://media.nga.gov/iiif/4e4b72ae-9903-4515-b017-e76053cc12d5/full/!588,600/0/default.jpg"
"The Last Supper,",1713/1714,"https://media.nga.gov/iiif/0db8b561-cb20-4940-bc13-3cf247f9c078/full/!588,600/0/default.jpg"
"Madonna and Child with Saints,",c. 1490/1500,"https://media.nga.gov/iiif/06dce57d-a67c-40e4-9365-54d8720edc80/full/!588,600/0/default.jpg"
"Madonna and Child with Angels,",1465/1470,"https://media.nga.gov/iiif/c814fc4e-77aa-49b7-b1db-b2756d813731/full/!588,600/0/default.jpg"
"Procris' Prayer to Diana,",c. 1520/1522,"https://media.nga.gov/iiif/5406fd87-58ab-430a-b32a-5138b5b5c8ac/full/!588,600/0/default.jpg"
"Cephalus and the Nymphs,",c. 1520/1522,"https://media.nga.gov/iiif/d9694fd1-44e4-436d-85c2-718e7a4fe1ef/full/!588,600/0/default.jpg"
